Kwh,name,datetime,temp,feelslike,dew,humidity,precip,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,icon
0.0,"Kozani, Greece",2023-04-02 03:00:00,10.0,10.0,1.0,53.6,0.001,0.0,0.0,16.9,3.6,290.0,1009.0,100.0,24.1,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2023-04-02 04:00:00,8.0,8.0,2.0,65.84,0.0,0.0,0.0,9.4,3.6,345.0,1008.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-02 05:00:00,8.0,6.7,2.0,65.84,0.0,0.0,0.0,10.1,7.6,30.0,1008.0,88.3,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-02 06:00:00,8.0,6.7,2.0,65.87,0.0,0.0,0.0,12.2,7.5,360.0,1008.0,88.3,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0001,"Kozani, Greece",2023-04-02 07:00:00,8.0,8.0,3.0,70.69,0.0,0.0,0.0,6.8,0.0,0.0,1008.0,88.3,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0267,"Kozani, Greece",2023-04-02 08:00:00,9.0,9.0,3.0,66.06,0.0,0.0,0.0,6.8,0.0,0.0,1008.0,50.0,10.0,17.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.1039,"Kozani, Greece",2023-04-02 09:00:00,10.0,10.0,4.0,66.31,0.0,0.0,0.0,18.4,0.0,0.0,1009.0,50.1,10.0,80.0,0.3,1.0,Partially cloudy,partly-cloudy-day
0.329,"Kozani, Greece",2023-04-02 10:00:00,11.0,11.0,4.0,62.01,0.0,0.0,0.0,9.4,0.0,0.0,1009.0,50.0,10.0,126.0,0.5,1.0,Partially cloudy,partly-cloudy-day
0.3392,"Kozani, Greece",2023-04-02 11:00:00,13.0,13.0,4.0,54.35,0.0,0.0,0.0,10.4,0.0,0.0,1009.0,88.3,10.0,184.0,0.7,2.0,Partially cloudy,partly-cloudy-day
0.3347,"Kozani, Greece",2023-04-02 12:00:00,16.0,16.0,3.0,41.75,0.0,0.0,0.0,14.8,0.0,0.0,1009.0,88.2,10.0,355.0,1.3,4.0,Partially cloudy,partly-cloudy-day
0.8018,"Kozani, Greece",2023-04-02 13:00:00,14.0,14.0,2.0,44.2,0.0,0.0,0.0,17.3,9.4,160.0,1009.0,63.2,24.1,795.0,2.9,8.0,Partially cloudy,partly-cloudy-day
0.497,"Kozani, Greece",2023-04-02 14:00:00,17.0,17.0,1.0,33.95,0.0,0.0,0.0,20.2,11.2,150.0,1009.0,76.8,24.1,493.0,1.8,5.0,Partially cloudy,partly-cloudy-day
0.3877,"Kozani, Greece",2023-04-02 15:00:00,16.0,16.0,2.0,38.87,0.0,0.0,0.0,18.4,12.9,160.0,1008.0,80.7,24.1,290.0,1.0,3.0,Partially cloudy,partly-cloudy-day
0.3081,"Kozani, Greece",2023-04-02 16:00:00,16.0,16.0,3.0,41.73,0.0,0.0,0.0,19.4,16.6,130.0,1008.0,75.9,24.1,312.0,1.1,3.0,Partially cloudy,partly-cloudy-day
0.1796,"Kozani, Greece",2023-04-02 17:00:00,15.0,15.0,3.0,44.49,0.0,0.0,0.0,19.4,9.4,150.0,1008.0,80.7,24.1,525.0,1.9,5.0,Partially cloudy,partly-cloudy-day
0.0854,"Kozani, Greece",2023-04-02 18:00:00,16.0,16.0,1.0,36.17,0.0,0.0,0.0,16.6,5.4,147.7,1007.0,50.9,24.1,279.0,1.0,3.0,Partially cloudy,partly-cloudy-day
0.0143,"Kozani, Greece",2023-04-02 19:00:00,16.0,16.0,2.0,38.87,0.0,0.0,0.0,33.8,5.4,153.6,1008.0,61.8,24.1,127.0,0.5,1.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2023-04-02 20:00:00,13.0,13.0,2.0,47.18,0.0,0.0,0.0,28.4,7.6,70.0,1008.0,91.3,24.1,29.0,0.1,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-02 21:00:00,11.0,11.0,3.0,57.77,0.0,0.0,0.0,14.8,3.6,251.0,1008.0,63.3,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-02 22:00:00,9.0,9.0,2.0,61.53,0.0,0.0,0.0,6.8,3.6,349.1,1009.0,81.5,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-02 23:00:00,8.0,7.3,3.0,70.69,0.0,0.0,0.0,7.6,5.4,322.5,1009.0,100.0,21.4,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-03 00:00:00,9.0,7.9,3.0,66.07,0.0,0.0,0.0,11.6,7.5,320.0,1009.0,100.0,24.0,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-03 01:00:00,10.0,9.6,3.0,61.77,0.0,0.0,0.0,7.2,5.4,304.6,1009.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-03 02:00:00,9.0,8.5,3.0,66.06,0.0,0.0,0.0,7.9,5.4,327.2,1009.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-03 03:00:00,7.0,6.2,3.0,75.68,0.0,0.0,0.0,9.4,5.4,297.2,1008.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-03 04:00:00,9.0,7.9,2.0,61.53,0.0,0.0,0.0,9.7,7.6,350.0,1008.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-03 05:00:00,8.0,8.0,2.0,65.84,0.0,0.0,0.0,11.2,3.6,316.7,1007.0,94.6,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-03 06:00:00,8.0,8.0,2.0,65.88,0.0,0.0,0.0,8.4,1.8,301.0,1007.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-03 07:00:00,8.0,7.3,3.0,70.69,0.0,0.0,0.0,11.9,5.4,318.1,1007.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0018,"Kozani, Greece",2023-04-03 08:00:00,9.0,9.0,3.0,66.06,0.0,0.0,0.0,9.7,0.0,0.0,1006.0,100.0,10.0,18.0,0.1,0.0,Overcast,cloudy
0.0237,"Kozani, Greece",2023-04-03 09:00:00,8.0,8.0,6.0,87.18,1.273,0.0,0.0,11.7,0.0,360.0,1006.0,100.0,6.0,28.0,0.1,0.0,"Rain, Overcast",rain
0.0241,"Kozani, Greece",2023-04-03 10:00:00,8.0,8.0,6.0,87.19,0.0,0.0,0.0,11.9,0.0,0.0,1006.0,100.0,6.0,55.0,0.2,1.0,Overcast,cloudy
0.0308,"Kozani, Greece",2023-04-03 11:00:00,8.0,8.0,6.0,87.19,0.0,0.0,0.0,20.2,0.0,0.0,1006.0,100.0,6.0,68.0,0.2,1.0,Overcast,cloudy
0.0704,"Kozani, Greece",2023-04-03 12:00:00,8.0,5.2,6.0,87.2,0.0,0.0,0.0,15.6,16.5,40.0,1005.0,100.0,6.0,67.0,0.2,1.0,Overcast,cloudy
0.1063,"Kozani, Greece",2023-04-03 13:00:00,7.0,4.8,6.0,93.35,0.0,0.0,0.0,33.1,11.2,340.0,1005.0,100.0,6.0,65.0,0.2,1.0,Overcast,cloudy
0.0756,"Kozani, Greece",2023-04-03 14:00:00,8.0,8.0,6.0,87.19,0.0,0.0,0.0,22.0,0.0,0.0,1004.0,100.0,6.0,75.0,0.3,1.0,Overcast,cloudy
0.0654,"Kozani, Greece",2023-04-03 15:00:00,7.0,4.5,6.0,93.32,13.738,0.0,0.0,21.4,13.0,40.0,1002.0,100.0,6.0,71.0,0.3,1.0,"Rain, Overcast",rain
0.0666,"Kozani, Greece",2023-04-03 16:00:00,8.0,7.3,7.0,93.4,0.0,0.0,0.0,38.9,5.4,42.7,1001.0,100.0,20.3,57.0,0.2,1.0,Overcast,cloudy
0.0417,"Kozani, Greece",2023-04-03 17:00:00,8.0,6.7,7.0,93.4,0.0,0.0,0.0,34.2,7.6,350.0,1000.0,100.0,24.1,41.0,0.1,0.0,Overcast,cloudy
0.0173,"Kozani, Greece",2023-04-03 18:00:00,8.0,6.7,6.0,87.17,0.0,0.0,0.0,37.7,7.6,350.0,999.0,100.0,10.2,19.0,0.1,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-03 19:00:00,7.0,4.2,6.0,93.35,0.0,0.0,0.0,25.9,14.8,320.0,999.0,100.0,3.2,13.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-03 20:00:00,6.0,3.6,5.0,93.3,0.0,0.0,0.1,25.9,11.2,310.0,1001.0,100.0,1.9,1.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-03 21:00:00,5.0,3.2,5.0,99.98,16.796,0.0,0.0,30.1,7.6,350.0,1000.0,100.0,4.0,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2023-04-03 22:00:00,5.0,2.8,5.0,100.0,0.0,0.0,0.0,22.0,9.4,360.0,1001.0,100.0,9.4,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-03 23:00:00,4.0,1.6,4.0,100.0,0.0,0.0,0.0,8.3,9.4,320.0,1001.0,100.0,23.4,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-04 00:00:00,4.0,1.6,3.0,93.18,0.0,0.0,0.0,17.6,9.3,280.0,1001.0,100.0,23.5,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-04 01:00:00,3.0,1.6,2.0,93.14,0.0,0.0,0.0,8.3,5.4,319.5,1001.0,99.6,23.4,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-04 02:00:00,3.0,3.0,2.0,93.14,0.0,0.0,0.0,13.7,3.6,313.4,1001.0,100.0,23.5,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-04 03:00:00,4.0,1.6,3.0,93.19,0.418,0.0,0.0,15.3,9.3,320.0,1001.0,99.9,24.1,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2023-04-04 04:00:00,4.0,0.8,3.0,93.19,0.0,0.0,0.0,18.0,13.0,340.0,1001.0,100.0,23.4,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-04 05:00:00,4.0,0.5,3.0,93.19,0.0,0.0,0.0,18.7,14.8,340.0,1001.0,50.0,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-04 06:00:00,4.0,0.0,2.0,86.81,0.0,0.0,0.0,14.1,18.3,360.0,1000.0,50.0,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0062,"Kozani, Greece",2023-04-04 07:00:00,4.0,-1.1,2.0,86.8,0.0,0.0,0.0,15.1,27.7,350.0,1001.0,88.3,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.1275,"Kozani, Greece",2023-04-04 08:00:00,4.0,0.0,2.0,86.8,0.0,0.0,0.0,15.5,18.4,350.0,1001.0,88.3,10.0,36.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.2531,"Kozani, Greece",2023-04-04 09:00:00,5.0,0.8,2.0,80.94,0.0,0.0,0.0,27.7,22.3,350.0,1001.0,50.0,10.0,154.0,0.6,2.0,Partially cloudy,partly-cloudy-day
0.2903,"Kozani, Greece",2023-04-04 10:00:00,6.0,2.2,2.0,75.51,0.0,0.0,0.0,17.3,20.5,340.0,1002.0,50.0,10.0,314.0,1.1,3.0,Partially cloudy,partly-cloudy-day
0.3023,"Kozani, Greece",2023-04-04 11:00:00,7.0,3.1,3.0,75.68,0.0,0.0,0.0,18.4,24.1,340.0,1002.0,50.0,10.0,307.0,1.1,3.0,Partially cloudy,partly-cloudy-day
0.4575,"Kozani, Greece",2023-04-04 12:00:00,8.0,4.8,3.0,70.67,0.0,0.0,0.0,27.8,20.5,340.0,1003.0,50.0,10.0,517.0,1.9,5.0,Partially cloudy,partly-cloudy-day
0.6095,"Kozani, Greece",2023-04-04 13:00:00,9.0,5.9,3.0,66.06,0.0,0.0,0.0,18.4,22.3,340.0,1003.0,88.3,10.0,798.0,2.9,8.0,Partially cloudy,partly-cloudy-day
0.6308,"Kozani, Greece",2023-04-04 14:00:00,12.0,12.0,3.0,54.09,0.0,0.0,0.0,23.0,18.4,340.0,1003.0,50.0,10.0,827.0,3.0,8.0,Partially cloudy,partly-cloudy-day
0.5858,"Kozani, Greece",2023-04-04 15:00:00,12.0,12.0,2.0,50.38,0.0,0.0,0.0,21.8,22.3,330.0,1003.0,94.0,24.1,863.0,3.1,9.0,Overcast,cloudy
0.2471,"Kozani, Greece",2023-04-04 16:00:00,12.0,12.0,2.0,50.38,0.0,0.0,0.0,28.1,16.6,330.0,1003.0,75.3,24.1,388.0,1.4,4.0,Partially cloudy,partly-cloudy-day
0.1346,"Kozani, Greece",2023-04-04 17:00:00,11.0,11.0,1.0,50.1,0.0,0.0,0.0,24.5,18.4,350.0,1003.0,64.4,24.1,357.0,1.3,4.0,Partially cloudy,partly-cloudy-day
0.0729,"Kozani, Greece",2023-04-04 18:00:00,10.0,7.7,1.0,53.56,0.0,0.0,0.0,24.0,16.5,350.0,1004.0,61.1,24.1,393.0,1.4,4.0,Partially cloudy,partly-cloudy-day
0.0113,"Kozani, Greece",2023-04-04 19:00:00,9.0,6.5,1.0,57.27,0.0,0.0,0.0,24.1,16.6,340.0,1004.0,88.1,24.1,160.0,0.6,2.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2023-04-04 20:00:00,8.0,5.0,0.0,57.02,0.0,0.0,0.0,24.1,18.4,340.0,1005.0,95.3,15.0,17.0,0.1,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-04 21:00:00,7.0,3.8,2.0,70.5,0.109,0.0,0.0,20.5,18.3,350.0,1006.0,95.8,24.1,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2023-04-04 22:00:00,5.0,0.8,2.0,80.94,0.0,0.0,0.0,32.0,22.3,330.0,1007.0,100.0,23.4,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-04 23:00:00,5.0,1.0,1.0,75.34,0.0,0.0,0.0,38.2,20.5,340.0,1008.0,100.0,14.5,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-05 00:00:00,4.0,-0.5,1.0,80.8,0.0,0.0,0.0,16.7,22.3,340.0,1008.0,100.0,0.1,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2023-04-05 01:00:00,4.0,-0.7,0.0,75.17,0.0,0.0,0.0,42.5,24.1,350.0,1009.0,100.0,0.1,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2023-04-05 02:00:00,3.0,-1.6,0.0,80.66,0.0,0.0,0.0,25.6,20.5,330.0,1009.0,100.0,0.1,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2023-04-05 03:00:00,3.0,-1.5,0.0,80.64,0.199,0.0,0.0,24.6,20.5,350.0,1010.0,100.0,0.1,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2023-04-05 04:00:00,3.0,-1.0,-1.0,74.99,0.0,0.0,0.0,21.2,16.6,340.0,1010.0,100.0,0.1,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2023-04-05 05:00:00,2.0,-2.8,-1.0,80.51,0.0,0.0,0.0,18.4,20.5,340.0,1010.0,100.0,0.2,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2023-04-05 06:00:00,2.0,-2.5,-2.0,74.81,0.0,0.0,0.0,22.1,18.3,290.0,1010.0,80.0,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0279,"Kozani, Greece",2023-04-05 07:00:00,2.0,-2.5,-2.0,74.81,0.0,0.0,0.0,10.8,18.4,340.0,1011.0,67.5,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.2333,"Kozani, Greece",2023-04-05 08:00:00,1.0,-3.8,-2.0,80.37,0.0,0.0,0.0,10.4,18.4,350.0,1011.0,25.7,10.0,38.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.4381,"Kozani, Greece",2023-04-05 09:00:00,3.0,-1.8,-2.0,69.67,0.0,0.0,0.0,25.9,22.3,350.0,1011.0,25.7,10.0,210.0,0.8,2.0,Partially cloudy,partly-cloudy-day
0.4649,"Kozani, Greece",2023-04-05 10:00:00,5.0,0.8,-1.0,65.17,0.0,0.0,0.0,13.3,22.3,350.0,1012.0,25.7,10.0,446.0,1.6,4.0,Partially cloudy,partly-cloudy-day
0.6626,"Kozani, Greece",2023-04-05 11:00:00,7.0,4.2,0.0,61.04,0.0,0.0,0.0,17.6,14.8,360.0,1012.0,50.0,10.0,618.0,2.2,6.0,Partially cloudy,partly-cloudy-day
0.5669,"Kozani, Greece",2023-04-05 12:00:00,9.0,6.3,0.0,53.27,0.0,0.0,0.0,29.8,18.3,360.0,1012.0,50.0,10.0,748.0,2.7,7.0,Partially cloudy,partly-cloudy-day
0.2914,"Kozani, Greece",2023-04-05 13:00:00,11.0,11.0,0.0,46.61,0.0,0.0,0.0,14.8,16.6,10.0,1012.0,50.0,10.0,851.0,3.1,9.0,Partially cloudy,partly-cloudy-day
0.5078,"Kozani, Greece",2023-04-05 14:00:00,9.0,6.7,-1.0,49.54,0.0,0.0,0.0,14.0,14.8,360.0,1012.0,50.0,10.0,898.0,3.2,9.0,Partially cloudy,partly-cloudy-day
0.191,"Kozani, Greece",2023-04-05 15:00:00,11.0,11.0,0.0,46.59,0.0,0.0,0.0,27.7,11.2,360.0,1012.0,50.0,10.0,578.0,2.1,6.0,Partially cloudy,partly-cloudy-day
0.1929,"Kozani, Greece",2023-04-05 16:00:00,10.0,8.7,0.0,49.82,0.0,0.0,0.0,9.4,9.4,320.0,1012.0,100.0,22.8,608.0,2.2,6.0,Overcast,cloudy
0.132,"Kozani, Greece",2023-04-05 17:00:00,10.0,8.1,0.0,49.82,0.0,0.0,0.0,10.4,13.0,350.0,1011.0,96.2,23.4,315.0,1.1,3.0,Overcast,cloudy
0.0879,"Kozani, Greece",2023-04-05 18:00:00,9.0,6.9,-1.0,49.54,0.0,0.0,0.0,23.2,13.0,330.0,1012.0,99.2,20.0,378.0,1.4,4.0,Overcast,cloudy
0.015,"Kozani, Greece",2023-04-05 19:00:00,9.0,6.9,-1.0,49.54,0.0,0.0,0.0,18.7,13.0,350.0,1012.0,80.9,24.1,82.0,0.3,1.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2023-04-05 20:00:00,7.0,3.7,-1.0,56.76,0.0,0.0,0.0,15.8,18.4,360.0,1012.0,81.9,24.1,33.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2023-04-05 21:00:00,6.0,2.7,-1.0,60.81,0.0,0.0,0.0,5.8,16.5,330.0,1012.0,72.9,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-05 22:00:00,6.0,3.6,-1.0,60.8,0.0,0.0,0.0,9.0,11.2,10.0,1013.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-05 23:00:00,6.0,3.3,-2.0,56.49,0.0,0.0,0.0,10.1,13.0,330.0,1013.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-06 00:00:00,5.0,1.8,-2.0,60.59,0.0,0.0,0.0,12.9,14.7,350.0,1013.0,91.2,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-06 01:00:00,5.0,1.8,-2.0,60.55,0.0,0.0,0.0,13.3,14.8,360.0,1013.0,97.6,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-06 02:00:00,4.0,0.5,-2.0,64.94,0.0,0.0,0.0,15.5,14.8,340.0,1012.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-06 03:00:00,4.0,0.5,-2.0,64.97,0.0,0.0,0.0,12.0,14.7,340.0,1012.0,57.9,22.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-06 04:00:00,4.0,0.8,-2.0,64.94,0.0,0.0,0.0,16.2,13.0,350.0,1012.0,97.2,8.5,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-06 05:00:00,3.0,-1.6,-2.0,69.68,0.0,0.4,0.4,17.3,20.5,340.0,1011.0,88.3,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-06 06:00:00,3.0,-1.5,-3.0,64.76,0.0,0.6,1.0,9.9,20.5,20.0,1011.0,88.3,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0072,"Kozani, Greece",2023-04-06 07:00:00,2.0,-2.8,-3.0,69.47,0.0,0.6,1.6,17.6,20.5,330.0,1011.0,88.3,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0699,"Kozani, Greece",2023-04-06 08:00:00,2.0,-2.5,-2.0,74.81,0.0,0.5,2.1,18.7,18.4,330.0,1011.0,88.3,10.0,24.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.1267,"Kozani, Greece",2023-04-06 09:00:00,3.0,-1.2,-2.0,69.69,0.0,0.2,2.2,5.4,18.3,320.0,1011.0,88.3,10.0,85.0,0.3,1.0,Partially cloudy,partly-cloudy-day
0.1843,"Kozani, Greece",2023-04-06 10:00:00,3.0,-1.6,-2.0,69.68,0.0,0.0,2.3,24.1,20.5,340.0,1011.0,88.3,10.0,169.0,0.6,2.0,Partially cloudy,partly-cloudy-day
0.1555,"Kozani, Greece",2023-04-06 11:00:00,3.0,-1.6,-3.0,64.71,0.0,0.0,2.3,24.5,20.5,350.0,1011.0,88.3,10.0,469.0,1.7,5.0,Partially cloudy,partly-cloudy-day
0.2714,"Kozani, Greece",2023-04-06 12:00:00,4.0,-0.5,-2.0,64.93,0.0,0.0,2.2,24.2,22.3,340.0,1011.0,88.3,10.0,554.0,2.0,6.0,Partially cloudy,partly-cloudy-day
0.5221,"Kozani, Greece",2023-04-06 13:00:00,5.0,0.8,-2.0,60.55,0.0,0.0,2.1,18.4,22.3,340.0,1011.0,88.3,10.0,814.0,2.9,8.0,Partially cloudy,partly-cloudy-day
0.4693,"Kozani, Greece",2023-04-06 14:00:00,7.0,3.3,-2.0,52.74,0.0,0.0,1.9,18.0,22.3,340.0,1011.0,88.3,10.0,801.0,2.9,8.0,Partially cloudy,partly-cloudy-day
0.3988,"Kozani, Greece",2023-04-06 15:00:00,7.0,3.8,-2.0,52.74,0.0,0.0,1.6,23.1,18.3,340.0,1010.0,82.9,14.5,769.0,2.8,8.0,Partially cloudy,partly-cloudy-day
0.2813,"Kozani, Greece",2023-04-06 16:00:00,8.0,5.2,-2.0,49.26,0.0,0.0,1.4,15.5,16.6,10.0,1010.0,83.9,15.4,686.0,2.5,7.0,Partially cloudy,partly-cloudy-day
0.1537,"Kozani, Greece",2023-04-06 17:00:00,7.0,4.0,-2.0,52.74,0.0,0.0,1.1,14.0,16.6,350.0,1010.0,86.9,24.1,614.0,2.2,6.0,Partially cloudy,partly-cloudy-day
0.0867,"Kozani, Greece",2023-04-06 18:00:00,7.0,4.0,-2.0,52.74,0.0,0.0,1.0,23.2,16.5,340.0,1010.0,97.4,24.1,479.0,1.7,5.0,Overcast,cloudy
0.0234,"Kozani, Greece",2023-04-06 19:00:00,7.0,3.7,-2.0,52.74,0.0,0.0,0.9,22.7,18.4,340.0,1010.0,99.0,24.1,156.0,0.6,2.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-06 20:00:00,6.0,3.3,-2.0,56.49,0.0,0.0,0.9,22.7,13.0,320.0,1011.0,81.9,24.1,39.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2023-04-06 21:00:00,6.0,3.3,-3.0,52.5,0.012,0.0,0.9,31.7,12.9,340.0,1011.0,50.3,24.1,0.0,0.0,0.0,"Rain, Partially cloudy",rain
0.0,"Kozani, Greece",2023-04-06 22:00:00,5.0,2.1,-3.0,56.23,0.0,0.0,0.9,17.3,13.0,320.0,1012.0,65.2,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-06 23:00:00,5.0,2.1,-3.0,56.23,0.0,0.0,0.9,17.6,13.0,330.0,1012.0,86.3,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-07 00:00:00,5.0,2.4,-3.0,56.25,0.0,0.0,0.9,22.0,11.2,320.0,1013.0,94.2,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-07 01:00:00,4.0,0.8,-3.0,60.3,0.0,0.0,0.9,17.3,13.0,330.0,1013.0,86.5,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-07 02:00:00,4.0,0.8,-4.0,55.96,0.0,0.0,0.9,17.6,13.0,340.0,1013.0,81.4,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-07 03:00:00,3.0,-0.4,-4.0,60.08,0.0,0.0,0.0,18.2,12.9,340.0,1013.0,81.6,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-07 04:00:00,3.0,-0.4,-5.0,55.69,0.0,0.0,0.0,16.6,13.0,330.0,1013.0,79.1,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-07 05:00:00,2.0,-1.6,-5.0,59.8,0.0,0.0,0.0,15.8,13.0,300.0,1014.0,87.8,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-07 06:00:00,2.0,-1.6,-6.0,55.48,0.0,0.0,0.0,13.5,12.9,350.0,1014.0,50.0,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.029,"Kozani, Greece",2023-04-07 07:00:00,2.0,-1.2,-7.0,51.34,0.0,0.0,0.0,15.8,11.2,320.0,1014.0,73.5,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.232,"Kozani, Greece",2023-04-07 08:00:00,2.0,-2.2,-7.0,51.34,0.0,0.0,0.0,13.0,16.6,340.0,1014.0,25.7,10.0,54.0,0.2,1.0,Partially cloudy,partly-cloudy-day
0.4346,"Kozani, Greece",2023-04-07 09:00:00,4.0,0.3,-7.0,44.61,0.0,0.0,0.0,7.6,16.5,340.0,1015.0,10.0,10.0,243.0,0.9,2.0,Clear,clear-day
0.598,"Kozani, Greece",2023-04-07 10:00:00,6.0,3.0,-7.0,38.77,0.0,0.0,0.0,8.3,14.8,340.0,1015.0,46.6,10.0,447.0,1.6,4.0,Partially cloudy,partly-cloudy-day
0.6997,"Kozani, Greece",2023-04-07 11:00:00,7.0,5.6,-5.0,42.15,0.0,0.0,0.0,12.6,7.6,190.0,1015.0,25.7,10.0,624.0,2.2,6.0,Partially cloudy,partly-cloudy-day
